account_length,customer_service_calls,number_vm_messages,total_day_calls,total_day_charge,total_day_min,total_eve_calls,total_eve_charge,total_eve_min,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,total_night_minutes,voice_mail_plan,intertiol_plan,location_code,Churn,total_mins,total_calls,total_charge,mins_per_call,has_plan
48.0,1.0,37.0,115.0,35.99,211.7,84.0,13.59,159.9,1.0,3.29,12.2,80.0,6.48,144.1,1,0,1,0,527.9000000000001,280.0,59.35,1.8853571428571432,1
25.0,1.0,0.0,80.0,45.03,264.9,66.0,23.9,281.2,4.0,2.27,8.4,80.0,7.47,166.1,0,0,0,1,720.5999999999999,230.0,78.67,3.1330434782608694,0
163.0,1.0,0.0,109.0,33.49,197.0,128.0,17.22,202.6,10.0,2.46,9.1,80.0,9.29,206.4,0,0,0,0,615.1,327.0,62.46,1.881039755351682,0
75.0,1.0,0.0,125.0,28.27,166.3,86.0,13.45,158.2,5.0,1.65,6.1,80.0,11.55,256.7,0,0,0,0,587.3000000000001,296.0,54.919999999999995,1.9841216216216218,0
85.0,5.0,21.0,110.0,48.14,283.2,108.0,20.37,239.7,1.0,1.7,6.3,80.0,6.73,149.5,1,0,2,0,678.6999999999999,299.0,76.94000000000001,2.269899665551839,1
11.0,3.0,28.0,86.0,32.4,190.6,122.0,18.71,220.1,3.0,1.62,6.0,80.0,8.11,180.3,1,0,1,0,597.0,291.0,60.839999999999996,2.051546391752577,1
80.0,3.0,0.0,90.0,8.76,51.5,98.0,13.94,164.0,4.0,2.57,9.5,80.0,7.62,169.4,0,0,0,0,394.4,272.0,32.89,1.45,0
87.0,4.0,0.0,105.0,43.55,256.2,102.0,13.66,160.7,2.0,2.0,7.4,80.0,11.22,249.4,0,0,2,0,673.6999999999999,289.0,70.42999999999999,2.3311418685121104,0
90.0,2.0,0.0,124.0,33.75,198.5,100.0,22.66,266.6,7.0,2.16,8.0,80.0,10.95,243.3,0,0,1,0,716.4000000000001,311.0,69.52,2.303536977491962,0
92.0,3.0,0.0,74.0,34.32,201.9,119.0,19.28,226.8,6.0,3.7,13.7,80.0,9.79,217.5,0,0,1,0,659.9000000000001,279.0,67.09,2.3652329749103944,0
133.0,0.0,0.0,85.0,34.29,201.7,116.0,14.4,169.4,4.0,1.62,6.0,80.0,12.88,286.3,0,0,2,0,663.4000000000001,285.0,63.19,2.3277192982456145,0
106.0,2.0,0.0,97.0,25.14,147.9,99.0,17.79,209.3,5.0,2.38,8.8,80.0,7.29,162.1,0,0,1,0,528.1,281.0,52.6,1.8793594306049823,0
48.0,0.0,0.0,71.0,21.79,128.2,78.0,4.09,161.5,3.0,2.4,8.9,80.0,5.23,116.3,0,0,2,0,414.9,232.0,33.51,1.788362068965517,0
71.0,4.0,0.0,114.0,31.64,186.1,140.0,16.88,198.6,5.0,3.73,13.8,80.0,9.29,206.5,0,1,2,1,605.0,339.0,61.53999999999999,1.7846607669616519,1
92.0,1.0,0.0,111.0,10.64,62.6,126.0,15.35,180.6,2.0,2.81,10.4,80.0,9.98,221.7,0,1,0,1,475.29999999999995,319.0,38.78,1.4899686520376174,1
91.0,2.0,0.0,121.0,25.02,147.2,87.0,14.89,175.2,3.0,3.59,13.3,80.0,6.13,136.3,0,0,0,0,472.0,291.0,49.629999999999995,1.6219931271477663,0
108.0,3.0,19.333333333333332,90.0,22.12,130.1,128.0,14.2,167.0,5.0,3.67,13.6,80.0,11.01,244.7,1,1,1,1,555.4,303.0,51.0,1.833003300330033,1
176.0,3.0,0.0,76.0,37.94,223.2,131.0,18.22,214.4,2.0,2.73,10.1,80.0,6.95,154.4,0,0,1,0,602.1,289.0,65.84,2.083391003460208,0
69.0,2.0,0.0,122.0,33.01,194.2,81.0,20.58,242.1,3.0,2.62,9.7,80.0,9.71,215.8,0,0,2,0,661.8,286.0,65.92,2.313986013986014,0
148.0,1.0,33.0,84.0,41.09,241.7,84.0,14.09,165.8,3.0,3.05,11.3,80.0,7.23,160.6,1,0,0,0,579.4,251.0,65.46000000000001,2.308366533864542,1
152.0,9.0,20.0,120.0,40.38,237.5,94.0,21.54,253.4,3.0,3.83,14.2,80.0,11.93,265.2,1,1,1,1,770.3,297.0,77.67999999999999,2.5936026936026932,1
136.0,2.0,0.0,109.0,15.71,92.4,115.0,18.62,219.0,4.0,3.48,12.9,80.0,9.57,212.6,0,0,1,0,536.9,308.0,47.379999999999995,1.7431818181818182,0
13.0,0.0,0.0,133.0,51.54,303.2,86.0,14.49,170.5,3.0,3.11,11.5,80.0,10.24,227.6,0,0,1,1,712.8,302.0,79.38,2.3602649006622514,0
74.0,0.0,0.0,102.0,27.66,162.7,105.0,24.82,292.0,6.0,2.35,8.7,80.0,8.25,183.3,0,0,1,0,646.7,293.0,63.080000000000005,2.2071672354948806,0
109.0,3.0,0.0,82.0,26.32,154.8,109.0,24.45,287.7,9.0,1.59,5.9,80.0,9.38,208.4,0,0,2,0,656.8,280.0,61.74,2.3457142857142856,0
107.0,0.0,38.0,57.0,34.71,204.2,92.0,17.5,205.9,4.0,2.24,8.3,80.0,12.89,286.5,1,0,1,0,704.9,233.0,67.33999999999999,3.025321888412017,1
35.0,2.0,0.0,67.0,26.96,158.6,96.0,11.08,130.4,5.0,1.86,6.9,80.0,10.34,229.8,0,0,0,0,525.6999999999999,248.0,50.239999999999995,2.119758064516129,0
31.0,1.0,28.0,116.0,29.21,171.8,125.0,20.46,240.7,7.0,2.86,10.6,80.0,11.05,245.5,1,0,0,0,668.6,328.0,63.58,2.0384146341463416,1
119.0,0.0,27.0,128.0,37.42,220.1,133.0,22.8,268.2,3.0,3.0,11.1,80.0,6.59,146.5,1,0,1,0,645.9,344.0,69.81,1.8776162790697675,1
135.0,4.0,0.0,123.0,37.2,218.8,64.0,20.64,242.8,3.0,2.78,10.3,80.0,3.86,85.8,0,0,1,0,557.6999999999999,270.0,64.48,2.065555555555555,0
134.0,2.0,0.0,86.0,1.33,122.46666666666665,100.0,14.57,171.4,2.0,3.48,12.9,80.0,8.39,186.5,0,0,1,0,493.26666666666665,268.0,27.77,1.840547263681592,0
149.0,1.0,9.0,79.0,35.14,206.7,122.0,14.84,174.6,3.0,2.94,10.9,80.0,10.87,241.5,1,0,2,0,633.6999999999999,284.0,63.79,2.231338028169014,1
149.0,3.0,0.0,83.0,41.23,242.5,97.0,20.86,245.4,3.0,2.7,10.0,80.0,9.88,219.6,0,0,1,1,717.5,263.0,74.67,2.7281368821292777,0
72.0,1.0,0.0,79.0,24.99,147.0,103.0,13.8,162.3,4.0,2.84,10.5,80.0,7.33,162.9,0,0,0,0,482.70000000000005,266.0,48.959999999999994,1.8146616541353384,0
59.0,1.6666666666666667,0.0,79.0,26.38,155.2,123.0,20.0,235.3,4.0,2.35,8.7,80.0,8.106666666666667,169.4,0,0,2,0,568.6,286.0,56.836666666666666,1.9881118881118882,0
103.0,6.0,36.0,92.0,14.82,87.2,110.0,14.39,169.3,5.0,2.94,10.9,80.0,7.5,166.7,1,0,2,1,434.09999999999997,287.0,39.65,1.5125435540069685,1
10.0,1.0,0.0,127.0,37.77,222.2,125.0,13.01,153.1,4.0,3.48,12.9,80.0,10.23,227.4,0,0,1,0,615.5999999999999,336.0,64.49000000000001,1.8321428571428569,0
130.0,2.0,0.0,119.0,35.9,211.2,120.0,19.64,231.1,9.0,1.7,6.3,80.0,9.94,220.9,0,0,0,0,669.4999999999999,328.0,67.18,2.0411585365853657,0
120.0,0.0,0.0,106.0,37.62,221.3,98.0,22.75,267.6,7.0,2.51,9.3,80.0,5.02,111.5,0,0,1,0,609.7,291.0,67.9,2.0951890034364262,0
90.0,1.0,0.0,91.0,10.42,61.3,94.0,16.52,194.4,9.0,3.08,11.4,80.0,6.44,143.1,0,0,0,0,410.19999999999993,274.0,36.459999999999994,1.4970802919708026,0
152.0,1.0,0.0,128.0,24.96,146.8,96.0,24.28,285.6,2.0,1.16,4.3,80.0,9.61,213.6,1,1,2,1,650.3,306.0,60.01,2.1251633986928105,1
95.0,1.0,0.0,104.0,22.85,134.4,95.0,12.95,152.4,3.0,2.54,9.4,80.0,10.64,236.5,0,0,1,0,532.6999999999999,282.0,48.98,1.8890070921985813,0
16.0,5.0,0.0,83.0,29.7,174.7,122.0,23.87,280.8,8.0,2.84,10.5,80.0,7.73,171.7,0,0,1,0,637.7,293.0,64.14,2.1764505119453927,0
146.0,1.0,0.0,69.0,18.53,109.0,98.0,22.59,265.8,2.0,3.4,12.6,80.0,10.27,228.3,0,0,0,0,615.7,249.0,54.79,2.472690763052209,0
116.0,2.0,12.0,108.0,37.57,221.0,118.0,12.84,151.0,6.0,2.43,9.0,80.0,8.06,179.0,1,0,2,0,560.0,312.0,60.9,1.794871794871795,1
78.0,1.0,0.0,144.0,42.26,220.8,103.0,22.55,270.3,2.0,2.57,9.5,80.0,6.86,153.4,0,1,1,1,654.0,329.0,74.24,1.987841945288754,1
108.0,3.0,8.666666666666666,97.0,23.12,147.1,127.0,15.2,174.0,5.0,3.67,13.6,80.0,11.01,234.7,1,1,1,1,569.4,309.0,53.0,1.8427184466019417,1
108.0,2.0,0.0,121.0,20.57,106.1,67.0,17.96,210.3,3.0,3.73,13.8,80.0,6.12,121.1,0,1,0,1,451.3,271.0,48.379999999999995,1.6653136531365313,1
13.0,0.0,0.0,136.0,51.54,320.2,92.0,14.49,159.5,2.0,3.11,11.5,80.0,10.24,239.6,0,0,1,1,730.8,310.0,79.38,2.3574193548387097,0
60.0,2.0,0.0,109.0,47.27,292.8,110.0,22.73,255.6,5.0,3.16,11.7,80.0,10.93,257.8,0,0,0,1,817.9000000000001,304.0,84.09,2.69046052631579,0
94.0,1.0,0.0,97.0,17.22,91.5,104.0,29.89,242.4666666666667,1.0,2.13,7.9,80.0,7.78,172.9,0,1,0,1,514.7666666666667,282.0,57.02,1.8254137115839244,1
88.0,4.0,0.0,79.0,13.46,60.3,88.0,13.72,153.4,4.0,2.21,8.2,80.0,10.78,226.6,0,0,2,1,448.49999999999994,251.0,40.17,1.786852589641434,0
90.0,0.0,26.0,101.0,26.73,175.0,104.0,15.05,200.8,3.0,3.59,13.3,80.0,9.6,223.3,1,1,1,1,612.4,288.0,54.97,2.1263888888888887,1
132.0,2.0,0.0,121.0,30.79,181.1,109.0,26.72,314.4,9.0,1.13,4.2,81.0,11.1,246.7,0,0,2,0,746.4000000000001,320.0,69.74,2.3325000000000005,0
87.0,1.0,0.0,124.0,40.32,237.2,87.0,18.92,222.6,3.0,2.97,11.0,81.0,7.8,173.3,0,0,0,0,644.0999999999999,295.0,70.01,2.1833898305084745,0
72.0,0.0,0.0,88.0,46.31,272.4,125.0,9.17,107.9,2.0,3.43,12.7,81.0,8.35,185.5,0,0,2,0,578.5,296.0,67.26,1.9543918918918919,0
100.0,1.0,0.0,108.0,22.29,131.1,81.0,14.98,176.2,4.0,1.16,4.3,81.0,4.04,89.7,0,0,1,0,401.29999999999995,274.0,42.46999999999999,1.4645985401459853,0
157.0,1.0,0.0,74.0,33.32,196.0,96.0,18.14,213.4,6.0,2.13,7.9,81.0,8.86,196.8,0,0,1,0,614.1,257.0,62.45,2.3894941634241245,0
124.0,2.0,0.0,98.0,25.67,151.0,119.0,10.25,120.6,2.0,2.48,9.2,81.0,6.88,152.8,0,0,1,0,433.6,300.0,45.28,1.4453333333333334,0
97.0,2.0,0.0,125.0,40.77,239.8,111.0,18.26,214.8,5.0,2.35,8.7,81.0,6.45,143.3,0,0,0,0,606.6000000000001,322.0,67.83,1.8838509316770191,0
137.0,0.0,0.0,103.0,40.34,237.3,84.0,15.02,176.7,4.0,3.83,14.2,81.0,11.85,263.4,0,1,0,1,691.6,272.0,71.03999999999999,2.5426470588235297,1
77.0,3.0,0.0,95.0,31.6,185.9,98.0,18.02,212.0,4.0,3.05,11.3,81.0,12.7,282.3,0,0,0,0,691.5,278.0,65.37,2.487410071942446,0
86.0,0.0,23.0,107.0,38.34,225.5,105.0,20.94,246.3,2.0,2.65,9.8,81.0,11.06,245.7,1,0,0,0,727.3,295.0,72.99000000000001,2.465423728813559,1
160.0,3.0,0.0,94.66666666666667,43.52,256.0,61.0,15.93,187.4,4.0,3.11,11.5,81.0,5.36,145.16666666666666,0,0,1,0,600.0666666666666,240.66666666666669,67.92,2.493351800554016,0
120.0,2.0,0.0,56.0,33.8,198.8,73.0,19.56,230.1,3.0,2.67,9.9,81.0,5.39,119.8,0,0,2,0,558.5999999999999,213.0,61.42,2.6225352112676052,0
99.0,2.0,0.0,102.0,37.81,222.4,89.0,15.79,185.8,8.0,3.24,12.0,81.0,10.7,237.7,0,0,1,0,657.9000000000001,280.0,67.53999999999999,2.3496428571428574,0
118.0,4.0,21.0,122.0,26.61,156.5,125.0,17.78,209.2,3.0,3.0,11.1,81.0,7.14,158.7,1,1,0,1,535.5,331.0,54.53,1.6178247734138973,1
91.0,5.0,0.0,98.33333333333333,26.25,154.4,121.0,14.31,168.3,4.0,3.16,11.7,81.0,10.8,239.9,0,0,1,1,574.3000000000001,304.3333333333333,54.519999999999996,1.8870755750273827,0
103.0,1.0,24.0,85.0,19.01,111.8,102.0,20.37,239.6,4.0,1.86,6.9,81.0,12.07,268.3,1,0,0,0,626.6,272.0,53.31,2.3036764705882353,1
190.0,3.0,0.0,55.0,19.02,111.9,124.0,18.96,223.0,7.0,2.7,10.0,81.0,10.94,243.2,0,1,1,0,588.0999999999999,267.0,51.620000000000005,2.2026217228464415,1
106.0,1.0,25.666666666666668,104.0,31.81,187.1,117.0,21.689999999999998,250.2,3.0,2.97,11.0,81.0,6.646666666666667,144.9,0,0,1,0,593.1999999999999,305.0,63.11666666666667,1.9449180327868851,0
137.0,2.0,0.0,95.0,22.97,135.1,102.0,11.4,134.1,2.0,3.32,12.3,81.0,10.04,223.1,0,1,1,1,504.59999999999997,280.0,47.73,1.802142857142857,1
77.0,5.0,0.0,114.0,40.66,239.2,115.0,12.75,150.0,2.0,2.78,10.3,81.0,7.24,160.8,0,0,1,0,560.3,312.0,63.43,1.7958333333333332,0
194.0,0.0,0.0,88.0,27.59,162.3,118.0,18.16,213.7,2.0,2.94,10.9,81.0,8.64,192.1,0,0,0,0,579.0,289.0,57.33,2.0034602076124566,0
1.0,0.0,0.0,113.0,21.05,123.8,77.0,20.08,236.2,2.0,1.0,3.7,81.0,3.29,73.2,0,0,0,0,436.9,273.0,45.419999999999995,1.6003663003663002,0
121.0,0.0,0.0,126.0,24.62,144.8,82.0,17.05,200.6,9.0,3.59,13.3,81.0,9.4,208.8,0,0,1,1,567.5,298.0,54.66,1.9043624161073827,0
128.0,1.0,34.0,73.0,24.19,142.3,79.0,16.56,194.8,6.0,4.32,16.0,81.0,10.77,239.3,1,0,0,0,592.4000000000001,239.0,55.839999999999996,2.4786610878661093,1
171.0,0.0,0.0,122.0,32.27,189.8,85.0,14.76,173.7,1.0,2.78,10.3,84.0,11.57,257.1,0,0,2,0,630.9,292.0,61.38,2.1606164383561643,0
168.0,2.0,22.0,70.0,29.9,175.9,105.0,17.99,211.7,5.0,1.97,7.3,81.0,7.85,174.5,1,0,1,0,569.4,261.0,57.71,2.1816091954022987,1
123.0,1.0,34.0,80.0,51.88,305.2,109.0,13.3,156.5,7.0,3.56,13.2,81.0,12.6,280.0,1,0,1,0,754.9000000000001,277.0,81.34,2.725270758122744,1
97.0,0.0,0.0,117.0,24.43,143.7,82.0,23.21,273.0,3.0,2.94,10.9,81.0,8.02,178.3,0,1,1,0,605.9,283.0,58.599999999999994,2.1409893992932862,1
57.0,3.0,0.0,113.0,27.37,161.0,134.0,17.68,208.0,4.0,2.27,8.4,81.0,9.36,208.1,0,0,1,0,585.5,332.0,56.68,1.7635542168674698,0
201.0,1.0,0.0,110.0,38.4,225.9,86.0,25.42,299.1,4.0,3.02,11.2,81.0,11.31,251.3,0,0,1,1,787.5,281.0,78.14999999999999,2.802491103202847,0
74.0,1.0,0.0,84.0,18.09,106.4,104.0,11.92,140.2,3.0,3.08,11.4,81.0,4.09,90.9,0,0,1,0,348.9,272.0,37.17999999999999,1.2827205882352941,0
118.0,0.0,0.0,71.0,26.32,154.8,73.0,20.74,244.0,4.0,3.46,12.8,81.0,7.18,159.6,0,0,0,0,571.1999999999999,229.0,57.7,2.4943231441048033,0
48.0,4.0,0.0,64.0,33.61,197.7,126.0,11.62,136.7,5.0,3.56,13.2,81.0,11.0,244.4,0,0,1,0,592.0,276.0,59.79,2.1449275362318843,0
129.0,1.0,37.0,94.0,34.85,205.0,103.0,14.06,165.4,8.0,3.16,11.7,81.0,8.32,185.0,1,0,1,0,567.1,286.0,60.39,1.982867132867133,1
71.0,4.0,0.0,109.0,32.64,198.1,139.0,17.88,192.6,6.0,3.73,13.8,81.0,9.29,206.5,0,1,2,1,611.0,335.0,63.53999999999999,1.8238805970149254,1
115.0,3.0,0.0,106.0,39.49,222.4,61.0,22.53,275.8,4.0,3.32,12.3,81.0,9.6,221.4,0,0,1,1,731.9,252.0,74.94,2.9043650793650793,0
21.0,5.0,0.0,87.0,17.74,88.6,74.0,13.76,175.9,3.0,3.05,11.3,81.0,12.83,289.0,0,0,1,1,564.8,245.0,47.379999999999995,2.3053061224489793,0
85.0,2.0,0.0,101.0,39.27,252.9,116.0,16.8,203.7,6.0,3.08,11.4,81.0,13.91,305.1,0,0,1,1,773.1,304.0,73.06,2.543092105263158,0
81.0,0.0,0.0,64.0,56.2,292.3666666666666,78.0,19.09,232.4,5.0,3.54,13.1,81.0,8.44,202.6,0,0,1,1,740.4666666666667,228.0,87.27000000000001,3.2476608187134506,0
103.0,6.0,36.0,92.0,15.82,75.2,107.0,15.39,156.3,6.0,2.94,10.9,81.0,7.5,160.7,1,0,2,1,403.09999999999997,286.0,41.65,1.4094405594405592,1
117.0,2.0,0.0,95.0,30.86,181.5,88.0,17.43,205.1,9.0,3.97,14.7,82.0,9.18,204.0,0,0,1,0,605.3000000000001,274.0,61.44,2.209124087591241,0
156.0,1.0,0.0,96.0,21.03,123.7,108.33333333333333,8.76,103.0,4.0,3.54,13.1,82.0,7.886666666666667,189.4,0,0,2,0,429.20000000000005,290.3333333333333,41.21666666666666,1.4783008036739382,0
71.0,3.0,0.0,84.0,31.45,185.0,129.0,19.76,232.5,4.0,4.02,14.9,82.0,8.6,191.1,0,0,2,0,623.5,299.0,63.83,2.0852842809364547,0
60.0,0.0,29.0,113.0,45.2,265.9,94.0,18.34,215.8,12.0,3.78,14.0,82.0,4.86,108.1,1,1,0,1,603.8,301.0,72.18,2.005980066445183,1
83.0,0.0,0.0,87.0,34.39,202.3,111.0,17.13,201.5,4.0,1.84,6.8,82.0,4.58,101.7,0,0,0,0,512.3,284.0,57.94,1.8038732394366195,0
85.0,1.0,0.0,66.0,35.75,210.3,76.0,16.64,195.8,7.0,3.02,11.2,82.0,9.97,221.6,0,0,1,0,638.9000000000001,231.0,65.38,2.765800865800866,0
181.0,1.0,27.0,93.0,32.35,190.3,127.0,21.17,249.0,4.0,2.86,10.6,82.0,9.71,215.7,1,0,1,0,665.6,306.0,66.09,2.1751633986928107,1
91.0,3.0,27.0,96.0,34.78,204.6,93.0,11.56,136.0,2.0,1.78,6.6,82.0,9.47,210.5,1,0,2,0,557.7,273.0,57.59,2.042857142857143,1
86.0,0.0,16.0,88.0,24.77,145.7,129.0,16.24,191.0,7.0,3.05,11.3,82.0,9.7,215.5,1,0,0,0,563.5,306.0,53.75999999999999,1.841503267973856,1
93.0,2.0,36.0,134.0,30.38,178.7,102.0,15.18,178.6,4.0,2.16,8.0,82.0,5.71,126.8,1,0,1,0,492.09999999999997,322.0,53.43000000000001,1.5282608695652173,1
159.0,1.0,0.0,53.0,43.71,257.1,127.0,26.54,312.2,6.0,2.38,8.8,82.0,8.24,183.0,0,1,0,1,761.0999999999999,268.0,80.86999999999999,2.839925373134328,1
128.0,4.0,0.0,86.0,33.88,199.3,102.0,16.56,194.8,2.0,3.86,14.3,82.0,13.42,298.2,0,0,2,0,706.5999999999999,272.0,67.72,2.5977941176470587,0
33.0,2.0,0.0,65.0,31.03,182.5,96.0,19.73,232.1,2.0,2.03,7.5,82.0,6.71,149.2,0,0,2,0,571.3,245.0,59.50000000000001,2.3318367346938773,0
75.0,1.0,0.0,114.0,19.94,117.3,61.0,17.09,201.1,3.0,3.29,12.2,82.0,4.86,107.9,0,0,1,0,438.49999999999994,260.0,45.18,1.6865384615384613,0
105.0,1.0,0.0,121.0,38.66,227.4,89.0,22.82,268.5,4.0,3.51,13.0,82.0,6.45,143.3,0,0,2,0,652.2,296.0,71.44,2.2033783783783787,0
151.0,0.0,0.0,106.0,33.12,194.8,103.0,24.88,292.7,3.0,1.49,5.5,82.0,10.11,224.6,0,0,1,0,717.6,294.0,69.6,2.440816326530612,0
115.0,3.0,0.0,101.0,38.49,226.4,60.0,23.53,276.8,4.0,3.32,12.3,82.0,9.6,213.4,0,0,1,1,728.9,247.0,74.94,2.951012145748988,0
135.0,1.0,0.0,115.0,24.5,144.1,68.0,21.23,249.8,3.0,3.67,13.6,82.0,9.51,211.4,0,0,2,0,618.9,268.0,58.910000000000004,2.309328358208955,0
25.0,2.0,0.0,69.0,41.24,242.6,117.0,17.77,209.0,6.0,3.89,14.4,82.0,9.89,219.7,0,0,2,0,685.6999999999999,274.0,72.79,2.5025547445255474,0
62.0,1.0,0.0,103.0,16.81,98.9,122.0,11.51,135.4,1.0,3.29,12.2,82.0,10.65,236.6,0,0,1,0,483.09999999999997,308.0,42.26,1.5685064935064934,0
83.0,1.0,26.0,117.0,38.49,226.4,97.0,19.95,234.7,7.0,2.92,10.8,82.0,6.01,133.6,1,0,2,0,605.5,303.0,67.37,1.9983498349834983,1
158.0,1.0,0.0,103.0,33.3,195.9,95.0,7.57,89.1,3.0,2.78,10.3,82.0,13.6,302.2,0,0,1,0,597.5,283.0,57.25,2.1113074204946995,0
124.0,3.0,0.0,71.0,26.83,157.8,114.0,17.27,203.2,2.0,2.7,10.0,82.0,7.59,168.7,0,1,2,1,539.7,269.0,54.39,2.0063197026022306,1
135.0,3.0,0.0,100.0,26.38,155.2,84.0,11.55,135.9,9.0,1.03,3.8,82.0,8.31,184.6,0,0,0,0,479.50000000000006,275.0,47.27,1.7436363636363639,0
80.0,1.0,15.0,110.0,27.08,159.3,120.0,14.5,170.6,5.0,3.21,11.9,82.0,6.35,141.2,1,1,0,0,482.99999999999994,317.0,51.14,1.5236593059936907,1
162.0,4.0,0.0,108.0,12.02,70.7,87.0,13.39,157.5,3.0,2.46,9.1,82.0,6.97,154.8,0,0,1,1,392.1,280.0,34.84,1.4003571428571429,0
94.0,1.0,0.0,136.0,27.8,163.5,111.0,12.21,143.7,5.0,3.4,12.6,82.0,11.4,253.4,0,0,2,0,573.2,334.0,54.81,1.7161676646706587,0
124.0,2.0,30.0,102.33333333333333,24.57,144.5,101.0,22.3,262.3,7.0,3.24,12.0,82.0,10.19,226.5,1,0,1,0,645.3,292.3333333333333,60.300000000000004,2.207411630558723,1
135.0,1.0,0.0,81.0,34.31,201.8,114.0,19.13,225.0,6.0,2.78,10.3,82.0,9.2,204.4,0,0,1,0,641.5,283.0,65.42,2.26678445229682,0
136.0,3.0,0.0,90.0,43.66,256.8,104.0,19.56,230.1,10.0,2.46,9.1,82.0,6.46,143.6,0,1,2,0,639.6,286.0,72.13999999999999,2.2363636363636363,1
127.0,1.0,23.0,80.0,30.94,182.0,85.0,18.37,216.1,4.0,2.65,9.8,82.0,7.06,156.9,1,0,1,0,564.8,251.0,59.02,2.250199203187251,1
99.0,3.0,0.0,66.0,34.0,200.0,104.0,9.17,107.9,2.0,3.08,11.4,82.0,10.52,233.7,0,0,1,0,552.9999999999999,254.0,56.769999999999996,2.1771653543307083,0
148.0,1.0,0.0,121.0,2.99,113.33333333333333,125.0,13.74,161.7,6.0,2.86,10.6,82.0,9.14,203.1,0,0,0,0,488.73333333333335,334.0,28.73,1.4632734530938125,0
123.0,2.0,22.0,105.0,33.59,197.6,86.0,6.8,80.0,12.0,4.21,15.6,82.0,5.44,120.8,1,0,1,0,414.00000000000006,285.0,50.04,1.4526315789473687,1
95.0,0.0,37.0,109.0,37.43,220.2,99.0,15.75,185.3,2.0,1.11,4.1,82.0,9.23,205.1,1,1,0,1,614.7,292.0,63.519999999999996,2.10513698630137,1
93.0,0.0,0.0,85.0,24.87,146.3,95.0,18.41,216.6,3.0,3.11,11.5,82.0,10.49,233.0,0,0,1,0,607.4,265.0,56.88,2.292075471698113,0
80.0,0.0,0.0,97.0,35.07,206.3,98.0,13.17,154.9,12.0,3.35,12.4,82.0,11.86,263.6,0,0,2,0,637.2,289.0,63.45,2.2048442906574395,0
77.0,1.0,0.0,112.0,24.19,142.3,111.0,26.04,306.3,1.0,2.67,9.9,82.0,8.84,196.5,0,0,1,0,655.0,306.0,61.74000000000001,2.1405228758169934,0
141.0,0.0,0.0,111.0,32.71,192.4,87.0,13.34,156.9,6.0,2.97,11.0,82.0,7.91,175.8,0,0,1,0,536.1,286.0,56.92999999999999,1.8744755244755245,0
163.0,0.0,0.0,77.0,42.11,247.7,108.0,22.91,269.5,7.0,2.59,9.6,82.0,7.53,167.3,0,0,0,1,694.1,274.0,75.14,2.533211678832117,0
84.0,2.0,0.0,125.0,27.12,159.5,90.0,21.0,247.1,4.0,1.94,7.2,82.0,8.46,187.9,0,0,0,0,601.7,301.0,58.52,1.9990033222591364,0
180.0,3.0,0.0,121.0,24.4,143.5,111.0,16.09,189.3,5.0,2.38,8.8,82.0,7.87,174.9,0,0,1,0,516.5,319.0,50.739999999999995,1.6191222570532915,0
125.0,1.0,32.0,109.0,16.41,96.5,109.0,12.39,145.8,2.0,2.54,9.4,82.0,7.85,174.4,1,0,0,0,426.1,302.0,39.19,1.4109271523178808,1
124.0,1.0,0.0,108.0,28.78,169.3,91.0,15.18,178.6,3.0,3.29,12.2,82.0,10.9,242.3,0,0,2,0,602.4000000000001,284.0,58.15,2.1211267605633806,0
87.0,0.0,21.0,113.0,36.38,214.0,114.0,15.3,180.0,5.0,2.86,10.6,82.0,6.05,134.5,1,0,1,0,539.1,314.0,60.59,1.7168789808917198,1
110.0,1.0,38.0,102.0,40.17,236.3,112.0,16.65,195.9,6.0,2.62,9.7,82.0,8.26,183.5,1,0,1,0,625.4000000000001,302.0,67.7,2.070860927152318,1
162.0,1.0,0.0,118.0,31.37,184.5,95.0,19.04,224.0,3.0,3.13,11.6,82.0,8.12,180.5,0,0,0,0,600.6,298.0,61.66,2.0154362416107383,0
81.0,1.0,0.0,84.0,26.27,154.5,91.0,18.38,216.2,3.0,3.7,13.7,82.0,10.34,229.8,0,0,2,0,614.2,260.0,58.69,2.3623076923076924,0
4.0,0.0,0.0,89.0,24.7,145.3,93.0,25.82,303.8,4.0,2.4,8.9,82.0,9.27,206.1,0,1,2,0,664.1,268.0,62.18999999999999,2.477985074626866,1
116.0,1.0,24.0,90.0,39.59,232.9,94.0,12.93,152.1,6.0,2.89,10.7,82.0,10.746666666666668,238.76666666666665,1,0,1,0,634.4666666666667,272.0,66.15666666666667,2.332598039215686,1
67.0,2.0,0.0,65.0,23.61,138.9,109.0,17.76,208.9,3.0,2.48,9.2,82.0,10.46,232.4,0,0,1,0,589.4000000000001,259.0,54.31,2.275675675675676,0
95.33333333333333,1.0,0.0,126.0,18.89,111.1,95.0,26.64,313.4,6.0,2.84,10.5,82.0,9.71,215.7,0,0,1,0,650.7,309.0,58.08,2.105825242718447,0
128.0,1.0,0.0,130.0,38.74,227.9,71.0,25.72,302.6,7.0,1.49,5.5,82.0,8.62,191.5,0,0,0,1,727.5,290.0,74.57000000000001,2.5086206896551726,0
